line_id,name,code,colour,operator,network,mode
Line:relation:1557158,Bus 19: Borderouge ⇆ Place de l'Indépendance,19,#58AC25,Tisséo,fr_tisseo,bus
Line:relation:1557159,Bus 68: Balma - Gramont ⇆ Castelmaurou Mairie,74,#572F08,Tisséo,fr_tisseo,bus
Line:relation:1557160,Bus 57: Basso Cambo ⇆ Frouzins Jean-Pierre Sabatier,57,#563F00,Tisséo,fr_tisseo,bus
Line:relation:1557161,Bus 26: Borderouge ⇆ Launaguet Nobles,26,#A0670F,Tisséo,fr_tisseo,bus
Line:relation:1557162,Bus 21: Basso Cambo ⇆ Colomiers Gare SNCF ⇆ Colomiers Airbus,21,#007C52,Tisséo,fr_tisseo,bus
Line:relation:1557163,Bus L6: Ramonville ⇆ Castanet-Tolosan,L6,#FF671B,Tisséo,fr_tisseo,bus
Line:relation:1557164,Bus 40: Borderouge ⇆ L'Union Malbou,40,#DC006B,Tisséo,fr_tisseo,bus
Line:relation:1557165,Bus 110: Barrière de Paris ⇆ Ginestous Chênes,110,#0098D4,Tisséo,fr_tisseo,bus
Line:relation:1557166,Bus 77: Fonsegrives Collège ⇆ Balma - Gramont,77,#58AC25,Tisséo,fr_tisseo,bus
Line:relation:1557167,Bus 34: Université Paul Sabatier ⇆ Arènes,34,#E46809,Tisséo,fr_tisseo,bus
Line:relation:1557168,Bus Ligne 88S: Univ. Paul Sabatier/CHR Rangueil,88S,#B291FF,Tisséo,fr_tisseo,bus
Line:relation:1557169,Bus 73: Borderouge ⇆ Saint-Jean Lestang,73,#F40002,Tisséo,fr_tisseo,bus
Line:relation:1557170,Bus 14: Marengo - SNCF ⇆ Basso Cambo,14,#BB9DC6,Tisséo,fr_tisseo,bus
Line:relation:1557172,Bus 56: Université Paul Sabatier ⇆ Auzeville Église,56,#58AC25,Tisséo,fr_tisseo,bus
Line:relation:1557176,Train C: Arènes/Colomiers,C,#F1821A,SNCF,fr_tisseo,train
Line:relation:1557177,Métro B: Borderouge/Ramonville,B,#FFD900,Tisséo,fr_tisseo,subway
Line:relation:1557178,Tram T1: Aéroconstellation ⇆ Palais de Justice,T1,#004687,Tisséo,fr_tisseo,tram
Line:relation:1557179,Métro A: Basso Cambo/Balma Gramont,A,#DB001B,Tisséo,fr_tisseo,subway
Line:relation:1557206,Bus 301: Muret Gare SNCF ⇆ Muret Sans Soucis,301,#DC006B,Tisséo,fr_tisseo,bus
Line:relation:1557207,Bus 305: Muret Gare SNCF ⇆ Muret Côte des Bènes,305,#0098D4,Tisséo,fr_tisseo,bus
Line:relation:1566672,TER 03 : (Belfort) Besançon <=> Lons-le-Saunier <=> Bourg-en-Bresse (Lyon),TER 03,red,SNCF,TER Franche-Comté,train
Line:relation:1574080,Bus 175 : Porte de Saint-Cloud ↔ Asnières—Gennevilliers,175,#006EB8,RATP,RATP,bus
Line:relation:1576587,Noctilien N52: Gare Saint-Lazare ↔ Gare d’Argenteuil,N52,#CEC92A,RATP,Noctilien,bus
Line:relation:1578451,Bus 117 : Champigny Saint-Maur RER ↔ Créteil Préfecture,117,#1f8e5a,RATP,RATP,bus
Line:relation:1578826,2: Hôpital - Collège Giono (via Pourtoules),2,#ff0000,Sud Est Mobilités,TCVO,bus
Line:relation:1578855,1: Aygues - Orange Les Vignes (via Pourtoules),1,#0860a8,Sud Est Mobilités,TCVO,bus
Line:relation:1580970,Bus 116 : Champigny - Saint-Maur RER ↔ Rosny-sous-Bois - Van Dereyden ↔ Rosny - Bois-Perrier RER - Rosny 2,116,#87D3DF,RATP,RATP,bus
Line:relation:1615369,3: Centre funéraire - Parking du Bourbonnais (via Pourtoules),3,#008837,Sud Est Mobilités,TCVO,bus
Line:relation:1621799,Bus 122: Bagnolet Gallieni ↔ Val de Fontenay RER,122,#C9A2CD,RATP,RATP,bus
Line:relation:1635139,Tramway T2 : Pont de Bezons ↔ Porte de Versailles [Parc de Expositions],T2,#BB4A9B,RATP,RATP,tram
Line:relation:1642661,Bus 19,19,#e53f97,Régie des Transports Métopolitains,RTM,bus
Line:relation:1648058,Bus 407 : Évry ↔ Ris-Orangis,407,#8BD0EF,Tice,Tice,bus
Line:relation:1648952,Bus 405 : Ris-Orangis ↔ Corbeil-Essonnes,405,#0088C6,Tice,Tice,bus
Line:relation:1650713,TZen 1 : Lieusaint - Moissy Gare RER ↔ Corbeil-Essonnes Gare RER,TZen 1,,Transdev Île-de-France Lieusaint,TZen,bus
Line:relation:1656409,Bus 74,74,#572381,RTM,RTM,bus
Line:relation:1656426,Bus 41,41,#76c9b6,Régie des Transports Métropolitains,RTM,bus
Line:relation:1656682,Bus 83,83,#c0262c,Régie des Transports Métropolitains,RTM,bus
Line:relation:1656711,Bus 80,80,#7ab41d,Régie des Transports Métropolitains,RTM,bus
Line:relation:1656746,Bus B1,B1,#00a550,Régie des Transports Métropolitains,RTM,bus
Line:relation:1658213,Ligne 11 : Closerie <> Le Cadran / La Chapelle Saint-Aubin,11,#FCD739,SETRAM,SETRAM,bus
Line:relation:1658281,Noctilien N141: Gare de l'Est ↔ Gare de Meaux,N141,#FCB131,Transilien,Noctilien,bus
Line:relation:1659980,Bus 57,57,#00772e,Régie des Transports Métropolitains,RTM,bus
Line:relation:1666438,Ligne 20 : Aigné <> Éperon,20,#FB0091,SETRAM,SETRAM,bus
Line:relation:1666783,Ligne 15 : Le Verger <> Guetteloup,15,#2C8BD8,SETRAM,SETRAM,bus
Line:relation:1667801,Noctilien N24: Gare de Sartrouville ↔ Châtelet,N24,#F78F4B,RATP,Noctilien,bus
Line:relation:1668206,Ligne 6 : Saint Martin <> République,6,#F8C635,SETRAM,SETRAM,bus
Line:relation:1668523,Ligne 5 : Gazonfier <> Oasis - Centre des Expositions,5,#F69E00,SETRAM,SETRAM,bus
Line:relation:1668575,Vaotram Changé - Gué Bernisson,Vaotram,,Ville de Changé,Vaotram,bus
Line:relation:1671139,TER 26 : Le Mans − La Flèche − Saumur,TER 26,#a3429b,STAO,TER Pays de la Loire,bus
Line:relation:1673421,Transilien Ligne RER D,D,#5E9620,SNCF,RER,train
Line:relation:1687242,Bus 330 : Brigeolet (Angerville) ↔ Porte d'Étampes,330,,Transdev CEAT,Étampois,bus
Line:relation:1688188,Ligne 4 : Saint Joseph / Saint Georges <> Bellevue - Hauts de Coulaines,4,#00B23A,SETRAM,SETRAM,bus
Line:relation:1688771,Ligne 2 (SUPP) : Domaine de Beauregard <> Gallière,2,#56C9EA,SETRAM,SETRAM,bus
Line:relation:1689433,Ligne 22 : Zamenhof <> Sargé-Lès-Le-Mans,22,#6FA4D0,SETRAM,SETRAM,bus
Line:relation:1689564,Résabus Malpalu - République - Mapad,R,#B1B5B6,SETRAM,SETRAM,bus
Line:relation:1691080,Ligne 28 : La Chapelle Saint-Aubin <> Rouillon,28,#32187C,SETRAM,SETRAM,bus
Line:relation:1691206,Bus 55,55,#f49e00,RTM,RTM,bus
Line:relation:1694220,Bus 61,61,#7ab41d,Régie des Transports Métropolitains,RTM,bus
Line:relation:1695578,Ligne 24 : Antarès - MMAréna <> Mulsanne,24,#FFEE00,SETRAM,SETRAM,bus
Line:relation:1708082,Ligne 23 : Yvré-l'Évêque <> République,23,#6FA4D0,SETRAM,SETRAM,bus
Line:relation:1708249,Ligne 164,164,,Planche,Département du Rhône,bus
Line:relation:1709309,Bus 467 : Rueil-Malmaison RER ↔ Pont de Sèvres,467,#9B983A,RATP,RATP,bus
Line:relation:1710318,20 Gare de Chantenay ↔ École Centrale - Audencia,20,#fff45e,SEMITAN,TAN,bus
Line:relation:1710319,C1 Gare de Chantenay ↔ Haluchère-Batignolles,C1,#16C0F3,SEMITAN,TAN,bus
Line:relation:1710320,11 Perray ↔ Tertre,11,#E4B477,SEMITAN,TAN,bus
Line:relation:1710321,29 Pirmil ↔ La Herdrie,29,#f6adcc,SEMITAN,TAN,bus
Line:relation:1710323,C6 Chantrerie Grandes Écoles ↔ Hermeland,C6,#9C62A5,SEMITAN,TAN,bus
Line:relation:1710324,23 Mendès France-Bellevue ↔ Haluchère-Batignolles,23,#00B8E4,SEMITAN,TAN,bus
Line:relation:1710325,12 Beauséjour ↔ Jules Verne,12,#8dd8f8,SEMITAN,TAN,bus
Line:relation:1710326,27 Pirmil ↔ La Herdrie,27,#8dd8f8,SEMITAN,TAN,bus
Line:relation:1710403,42 Pirmil ↔ Vertou,42,#bfd630,SEMITAN,TAN,bus
Line:relation:1710404,E8 Le Pellerin ↔ Gréneraie,E8,#ee1c25,SEMITAN,TAN,bus
Line:relation:1710405,47 Vertou ↔ Pégers / Grande Noëlle,47,#B19AC9,SEMITAN,TAN,bus
Line:relation:1710406,E1 Couëron Océan ↔ Gare Maritime,E1,#ee1c25,SEMITAN,TAN,bus
Line:relation:1710407,E5 Carquefou ↔ Fac de Droit,E5,#EE1C25,SEMITAN,TAN,bus
Line:relation:1710440,54 Marcel Paul ↔ Commerce,54,#ACDB00,SEMITAN,TAN,bus
Line:relation:1710441,26 Hôtel de Région ↔ Jonelière,26,#00A440,SEMITAN,TAN,bus
Line:relation:1710443,C5 Commerce/Gare SNCF Sud ↔ Quai des Antilles/Hangar à Bananes,C5,#8DD8F8,SEMITAN,TAN,bus
Line:relation:1710444,59 Mendès France - Bellevue ↔ Bout des Landes,59,#F6ADCC,SEMITAN,TAN,bus
Line:relation:1710445,C3 Armor ↔ Boulevard de Doulon,C3,#FBA61C,SEMITAN,TAN,bus
Line:relation:1710484,40 Mendès France - Bellevue ↔ Neustrie,40,#fff45e,SEMITAN,TAN,bus
Line:relation:1710485,77 Haluchère - Batignolles ↔ Sables d'Or,77,#8dd8f8,SEMITAN,TAN,bus
Line:relation:1710486,50 Basse Indre ↔ Rivière,50,#fff45e,SEMITAN,TAN,bus
Line:relation:1710487,79 Orvault ↔ Beauséjour,79,#f6adcc,SEMITAN,TAN,bus
Line:relation:1710491,10 Gare de Chantenay ↔ Boulevard de Doulon,10,#fff45e,SEMITAN,TAN,bus
Line:relation:1710492,75 Charbonneau ↔ Facultés,75,#e4b477,SEMITAN,TAN,bus
Line:relation:1710546,81 Gare Maritime ↔ Mendès France - Bellevue,81,#00b1b1,SEMITAN,TAN,bus
Line:relation:1710547,89 Beauséjour ↔ Le Cardo,89,#71bf44,SEMITAN,TAN,bus
Line:relation:1710548,88 Bouaye Coteaux / Brains / Saint-Léger-les-Vignes ↔ Neustrie,88,#F79E00,SEMITAN,TAN,bus
Line:relation:1710549,86 Bout des Pavés ↔ La Chapelle-Aulnay / Coutancière,86,#16c0f3,SEMITAN,TAN,bus
Line:relation:1710550,71 Bac de Couëron ↔ Hermeland,71,#cbdb2b,SEMITAN,TAN,bus
Line:relation:1710551,87 Toutes Aides ↔ Le Halleray,87,#fba61c,SEMITAN,TAN,bus
Line:relation:1710552,85 Haluchère - Batignolles ↔ Bois Saint-Lys,85,#f6adcc,SEMITAN,TAN,bus
Line:relation:1710553,80 Fac de Droit ↔ Chassay / Bellevue Sainte-Luce,80,#FFF100,SEMITAN,TAN,bus
Line:relation:1710602,93 Hôpital Laënnec ↔ Bobby Sands / Hauts de Couëron,93,#00b1b1,SEMITAN,TAN,bus
Line:relation:1710603,C7 Clairais / Trianon ↔ Souillarderie,C7,#bfd630,SEMITAN,TAN,bus
Line:relation:1710604,91 Couëron-Océan / Couëron - Bougon ↔ Mendès France - Bellevue / François Mitterrand,91,#20b14a,SEMITAN,TAN,bus
Line:relation:1710605,95 Haluchère - Batignolles ↔ Souchais,95,#C0D785,SEMITAN,TAN,bus
Line:relation:1710606,78 Neustrie ↔ Bac du Pellerin,78,#F79E00,SEMITAN,TAN,bus
Line:relation:1710607,97 Trentemoult ↔ Vertou,97,#b19ac9,SEMITAN,TAN,bus
Line:relation:1710608,C4 Gréneraie ↔ Les Sorinières,C4,#71bf44,SEMITAN,TAN,bus
Line:relation:1710609,69 Orvault - Morlière ↔ Sautron,69,#cf9c3f,SEMITAN,TAN,bus
Line:relation:1710610,96 Beauséjour ↔ La Chapelle-Aulnay,96,#fba61c,SEMITAN,TAN,bus
Line:relation:1710611,98 Saint-Aignan de Grand Lieu ↔ Gréneraie,98,#fba61c,SEMITAN,TAN,bus
Line:relation:1710614,Luciole,LU,#FDCA00,SEMITAN,TAN,bus
Line:relation:1711318,Bus 317,317,,Autocars STRIEBIG SAS,Réseau 67,bus
Line:relation:1711585,39 Pirmil ↔ Chalonges,39,#f6adcc,SEMITAN,TAN,bus
Line:relation:1711586,C2 Gare SNCF Sud ↔ Le Cardo,C2,#f57b22,SEMITAN,TAN,bus
Line:relation:1711587,36 Gréneraie ↔ Croix Jeannette,36,#00AE38,SEMITAN,TAN,bus
Line:relation:1711588,33 Espace Diderot ↔ Robinière / L'Aufrère,33,#f6adcc,SEMITAN,TAN,bus
Line:relation:1711589,30 Trentemoult ↔ Savarières,30,#FFF45E,SEMITAN,TAN,bus
Line:relation:1711633,28 Pirmil ↔ Vertou,28,#8dd8f8,SEMITAN,TAN,bus
Line:relation:1711649,E4 Vertou ↔ Porte de Vertou,E4,#ee1c25,SEMITAN,TAN,bus
Line:relation:1714545,Bus 54,54,#0083ca,Régie des Transports Métropolitains,RTM,bus
Line:relation:1716268,Bus 244 : Rueil-Malmaison RER ↔ Porte Maillot,244,#A0006E,RATP,RATP,bus
Line:relation:1743999,Bus Rennes Ligne C5,C5,#F39200,Keolis Rennes,FR:STAR,bus
Line:relation:1744000,Bus Rennes Ligne C4,C4,#6F2282,Keolis Rennes,FR:STAR,bus
Line:relation:1744001,Bus Rennes Ligne 9,9,#004F9E,Keolis Rennes,FR:STAR,bus
Line:relation:1744002,Bus Rennes Ligne 12,12,#BA65A5,Keolis Rennes,FR:STAR,bus
Line:relation:1744004,Bus Rennes Ligne C6,C6,#61C3D9,Keolis Rennes,FR:STAR,bus
Line:relation:1744006,Bus Rennes Ligne 11,11,#EF859D,Keolis Rennes,FR:STAR,bus
Line:relation:1744009,Bus Rennes Ligne 32,32,#FFF164,Keolis Rennes,FR:STAR,bus
Line:relation:1744010,Bus Rennes Ligne 31,31,#FFF164,Keolis Rennes,FR:STAR,bus
Line:relation:1744012,Bus Rennes Ligne 14,14,#A96F23,Keolis Rennes,FR:STAR,bus
Line:relation:1744017,Bus Rennes Ligne 221,221,#F39200,Keolis Rennes,FR:STAR,bus
Line:relation:1744020,Bus Rennes Ligne 173ex,173,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744021,Bus Rennes Ligne C2,C2,#008BD2,Keolis Rennes,FR:STAR,bus
Line:relation:1744022,Bus Rennes Ligne 172ex,172,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744024,Bus Rennes Ligne C1,C1,#95C11E,Keolis Rennes,FR:STAR,bus
Line:relation:1744025,Bus Rennes Ligne 164ex,164,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744026,Bus Rennes Ligne C3,C3,#00893E,Keolis Rennes,FR:STAR,bus
Line:relation:1744031,Bus Rennes Ligne 203,203,#F39200,Keolis Rennes,FR:STAR,bus
Line:relation:1744034,Bus Rennes Ligne 51,51,#6F2282,Keolis Rennes,FR:STAR,bus
Line:relation:1744035,Bus Rennes Ligne 50,50,#8CA5D6,Keolis Rennes,FR:STAR,bus
Line:relation:1744036,Bus Rennes Ligne 52,52,#00893E,Keolis Rennes,FR:STAR,bus
Line:relation:1744038,Bus Rennes Ligne 53,53,#E4003A,Keolis Rennes,FR:STAR,bus
Line:relation:1744040,Bus Rennes Ligne 54,54,#BA65A5,Keolis Rennes,FR:STAR,bus
Line:relation:1744042,Bus Rennes Ligne 55,55,#F39200,Keolis Rennes,FR:STAR,bus
Line:relation:1744044,Bus Rennes Ligne 56,56,#00893E,Keolis Rennes,FR:STAR,bus
Line:relation:1744046,Bus Rennes Ligne 57,57,#A96F23,Keolis Rennes,FR:STAR,bus
Line:relation:1744048,Bus Rennes Ligne 59,59,#EF859D,Keolis Rennes,FR:STAR,bus
Line:relation:1744051,Bus Rennes Ligne 13,13,#6F2282,Keolis Rennes,FR:STAR,bus
Line:relation:1744054,Bus Rennes Ligne 34,34,#FFF164,Keolis Rennes,FR:STAR,bus
Line:relation:1744055,Bus Rennes Ligne 35,35,#FFF164,Keolis Rennes,FR:STAR,bus
Line:relation:1744057,Bus Rennes Ligne 40ex,40,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744059,Bus Rennes Ligne 41ex,41,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744063,Bus Rennes Ligne 44,44,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744066,Bus Rennes Ligne N1,N1,#004F9E,Keolis Rennes,FR:STAR,bus
Line:relation:1744068,Bus Rennes Ligne 78,78,#E4003A,Keolis Rennes,FR:STAR,bus
Line:relation:1744070,Bus Rennes Ligne 77,77,#F39200,Keolis Rennes,FR:STAR,bus
Line:relation:1744072,Bus Rennes Ligne 76,76,#61C3D9,Keolis Rennes,FR:STAR,bus
Line:relation:1744074,Bus Rennes Ligne 75,75,#F39200,Keolis Rennes,FR:STAR,bus
Line:relation:1744076,Bus Rennes Ligne 74,74,#F39200,Keolis Rennes,FR:STAR,bus
Line:relation:1744078,Bus Rennes Ligne 73,73,#00893E,Keolis Rennes,FR:STAR,bus
Line:relation:1744080,Bus Rennes Ligne 72,72,#004F9E,Keolis Rennes,FR:STAR,bus
Line:relation:1744083,Bus Rennes Ligne 71,71,#A96F23,Keolis Rennes,FR:STAR,bus
Line:relation:1744085,Bus Rennes Ligne 70,70,#EF859D,Keolis Rennes,FR:STAR,bus
Line:relation:1744087,Bus Rennes Ligne 68,68,#004F9E,Keolis Rennes,FR:STAR,bus
Line:relation:1744089,Bus Rennes Ligne 67,67,#E4003A,Keolis Rennes,FR:STAR,bus
Line:relation:1744091,Bus Rennes Ligne 65,65,#BA65A5,Keolis Rennes,FR:STAR,bus
Line:relation:1744093,Bus Rennes Ligne 64,64,#008BD2,Keolis Rennes,FR:STAR,bus
Line:relation:1744095,Bus Rennes Ligne 61,61,#E4003A,Keolis Rennes,FR:STAR,bus
Line:relation:1744098,Bus Rennes Ligne 159ex,159,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744099,Bus Rennes Ligne 161ex,161,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744102,Bus Rennes Ligne 157ex,157,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744103,Bus Rennes Ligne Ker-Lannex,KL,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744106,Bus Rennes Ligne 155ex,155,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744107,Bus Rennes Ligne 156ex,156,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744110,Bus Rennes Ligne 153ex,153,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744111,Bus Rennes Ligne 154ex,154,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744114,Bus Rennes Ligne 152ex,152,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744115,Bus Rennes Ligne 151ex,151,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744118,Bus Rennes Ligne 150ex,150,#FFDD00,Keolis Rennes,FR:STAR,bus
Line:relation:1744122,Bus Rennes Ligne 94,94,#AECC52,Keolis Rennes,FR:STAR,bus
Line:relation:1744126,Bus Rennes Ligne 91,91,#AECC52,Keolis Rennes,FR:STAR,bus
Line:relation:1751796,Ligne 3,3,#cbd300,Transports de l'agglomération de Montpellier,Tramway de Montpellier,tram
Line:relation:1758295,Bus SUBB (571),SUBB,#8D653A,RATP,RATP,bus
Line:relation:1762129,Noctilien N61 : Gare Montparnasse ↔ Clamart - Georges Pompidou,N61,#E0B03A,RATP,Noctilien,bus
Line:relation:1763273,Bus 97,97,#00a550,Régie des Transports Marseillais,RTM,bus
Line:relation:1768992,Bus 60,60,#7ab41d,RTM,RTM,bus
Line:relation:1771620,Bus 23,23,#e98e00,Régie des Tranports Métropolitains,RTM,bus
Line:relation:1782907,Bus 123 : Porte d'Auteuil ↔ Mairie d'Issy,123,#008B5A,RATP,RATP,bus
Line:relation:1784501,Ligne A,A,#ff4227,Archambault,Sitravel,bus
Line:relation:1802059,Bus 181 : École Vétérinaire de Maisons-Alfort ↔ Créteil-La Gaîté,181,#845B32,RATP,RATP,bus
Line:relation:1810272,Bus 272 : Sartrouville RER ↔ Gare d'Argenteuil,272,#F68F4A,RATP,RATP,bus
Line:relation:1824544,Tram Ligne 2 : Chenôve ↔ Valmy,T2,#96BF0D,Divia,Divia,tram
Line:relation:1824550,Tram T1 : DIJON Gare ↔ QUETIGNY Centre,T1,#CC0088,Divia,Divia,tram
Line:relation:1831121,Bus 44,44,#e43426,Régie des Tranports Métropolitains,RTM,bus
Line:relation:1838912,Ligne 21 : Saint-Martin <> Arnage - Hôtel de Ville,21,#32C175,SETRAM,SETRAM,bus
Line:relation:1842579,Ligne 1,1,#5BA128,TPC,Choletbus,bus
Line:relation:1842580,Ligne 2,2,#E85245,TPC,Choletbus,bus
Line:relation:1842581,Ligne 3,3,#006AB3,TPC,Choletbus,bus
Line:relation:1842582,Ligne 4,4,#00B0E6,TPC,Choletbus,bus
Line:relation:1842583,Ligne 5,5,#FFED00,TPC,Choletbus,bus
Line:relation:1842585,Ligne A,A,#4C1B1B,TPC,Choletbus,bus
Line:relation:1842753,Bus 4 : Gare d'Argenteuil ↔ Gare de Houilles Carrières-sur-Seine,4,#97bf0c,Transdev TVO,R'bus,bus
Line:relation:1843282,Bus 73,73,#f448a3,RTM,RTM,bus
Line:relation:1848416,Ligne de Noisy-le-Sec à Strasbourg,070 000,,SNCF Réseau,,railway
Line:relation:1853608,TIC 2,2,#8778C1,Transports Intercommunaux du Compiégnois,TIC,bus
Line:relation:1855679,Ligne de Paris-Est à Mulhouse-Ville,001 000,,SNCF Réseau,,railway
Line:relation:1856844,TIC 5,5,#5E9732,Transports Intercommunaux du Compiégnois,TIC,bus
Line:relation:1857145,Bus 129 : Mairie de Montreuil ↔ Porte des Lilas,129,#9B993B,RATP,RATP,bus
Line:relation:1857855,Ligne d'Is-sur-Tille à Culmont - Chalindrey,843 000,,SNCF Réseau,,railway
Line:relation:1859566,Ligne de Haguenau à Hargarten - Falck,159 000,,SNCF Réseau,,railway
Line:relation:1863613,Ligne de Kalhausen à Sarralbe,169 000,,SNCF Réseau,,railway
Line:relation:1863614,Ligne de Mommenheim à Sarreguemines,161 000,,SNCF Réseau,,railway
Line:relation:1865980,C14 : Jean Macé ⇔ Les Sources,C14,#6F59A5,Keolis,TCL,trolleybus
Line:relation:1866303,Bus 52,52,#0083ca,Régie des Transports Métropolitains,RTM,bus
Line:relation:1866830,Bus 351: Paris - Nation ↔ Roissypole,351,#E0B03B,RATP,RATP,bus
Line:relation:1867023,Ligne d'Hirson à Amagne-Lucquy,212 000,,SNCF Réseau,,railway
Line:relation:1867024,Ligne de Charleville-Mézières à Hirson (par Auvillers),223 000,,SNCF Réseau,,railway
Line:relation:1867026,Ligne de Liart à Tournes,222 000,,SNCF Réseau,,railway
Line:relation:1868858,Ligne de Mohon à Thionville,204 000,,SNCF Réseau,,railway
Line:relation:1869109,Ligne de Soissons à Givet,205 000,,SNCF Réseau,,railway
Line:relation:1869110,Ligne de Trilport à Bazoches,072 000,,SNCF Réseau,,railway
Line:relation:1876943,Bus Lalouvesc - St Félicien - Tournon,LR11,,Les Cars du Vivarais,Le Sept,bus
Line:relation:1878274,Ligne de Châlons-en-Champagne à Reims-Cérès,081 000,,SNCF Réseau,,railway
Line:relation:1878417,Ligne de Saint-Hilaire-au-Temple à Hagondange,085 000,,SNCF Réseau,,railway
Line:relation:1878429,Ligne de Longuyon à Onville et Pagny-sur-Moselle,095 000,,SNCF Réseau,,railway
Line:relation:1879610,Ligne de Frouard à Novéant,090 000,,SNCF Réseau,,railway
Line:relation:1879745,Ligne de Lérouville à Metz-Ville,089 000,,SNCF Réseau,,railway
Line:relation:1881788,Bus 49,49,#dc5941,Régie des Transports Métropolitains,RTM,bus
Line:relation:1889583,Ligne 16 : Lafayette <> Lycée Sud,16,#204291,SETRAM,SETRAM,bus
Line:relation:1908344,,TGV 101;ICE 83,#5bc109,Alleo GmbH,SNCF TGV;DB InterCityExpress,train
Line:relation:1914907,Ligne de Lille aux Fontinettes,295 000,,SNCF Réseau,,railway
Line:relation:1916387,NL Trentemoult Roquios ↔ Gare Maritime,NL,#004651,SEMITAN,TAN,ferry
Line:relation:1918712,Ligne de Boulogne à Calais,314 000,,SNCF Réseau,,railway
Line:relation:1919617,Ligne d'Épinal à Remiremont,060 000,,SNCF Réseau,,railway
Line:relation:1919618,Ligne de Blainville - Damelevières à Lure,042 000,,SNCF Réseau,,railway
Line:relation:1942584,Montmartrobus : Pigalle ↔ Mairie du 18e - Jules Joffrin,Montmartrobus,#98dade,RATP,RATP,bus
Line:relation:1973045,Bus 125 : Porte d'Orléans ↔ École Vétérinaire de Maisons-Alfort,125,#006CB8,RATP,RATP,bus
Line:relation:1980574,Bus 99,99,,Lignes d'Azur,,bus
Line:relation:1980735,Bus 98,98,,Lignes d'Azur,,bus
Line:relation:1981135,Bus 23,23,,Lignes d'Azur,,bus
Line:relation:1981724,Bus 323 : Issy-Val de Seine RER ↔ Chatillon-Montrouge / Chatillon-Montrouge-Métro ↔ Ivry-Gambetta,323,#CEC92A,RATP,RATP,bus
Line:relation:1982403,Bus 17,17,,Lignes d'Azur,,bus
Line:relation:1982404,Bus 22,22,,Lignes d'Azur,,bus
Line:relation:1982830,Bus 4,4,,Lignes d'Azur,,bus
Line:relation:1983263,"Cornas, La Mûre <> Chamberlière",3,#EE9AC0,Veolia Transport Valence,CTAV,bus
Line:relation:1987589,Bus 289 : Porte de Saint-Cloud ↔ Clamart - Georges Pompidou,289,#BB4B9C,RATP,RATP,bus
Line:relation:1991746,Bus 162 : Meudon-Val Fleury RER ↔ Villejuif Louis Aragon Métro,162,#0064B1,RATP,RATP,bus
Line:relation:2006996,Bus 36,36,,BVB,TNW,bus
Line:relation:2050135,1 : Orange - Bollène,1,#ffd700,Auran,Zou !,bus
Line:relation:2050489,Ligne 9,9,#8B1079,Citéline,fr_SMITU,bus
Line:relation:2050506,Ligne 21,21,#00a5c4,Citéline,fr_SMITU,bus
Line:relation:2050507,Ligne 28,28,#b1c800,Citéline,fr_SMITU,bus
Line:relation:2051926,Ligne 3,3,#008fd0,Citéline,fr_SMITU,bus
Line:relation:2070473,Ligne 12 - ELANGE Ruisseau,12,#ec7baa,Citéline,fr_SMITU,bus
Line:relation:2070475,Ligne 11 - MANOM Pommier,11,#ec7404,Citéline,fr_SMITU,bus
Line:relation:2074462,Stanway 1,1,#E3002B,Transdev,Stan,tram
Line:relation:2077481,Bus 35,35,#c0262c,Régie des Transports Métropolitains,RTM,bus
Line:relation:2087689,Bus A,A,#A50235,TILT,TILT,bus
Line:relation:2088766,Bus C,C,#00ABBD,TILT,TILT,bus
